category_list,funding_total_usd,country_code,funding_rounds,Num_of_investor,funding_duration,first_funding_at_UTC,last_funding_at_UTC,label
Software|Technology|Web Development,153496208.0,USA,1,1,0,16528,16528,0
Legal,23352129.0,USA,4,3,1718,14822,16540,0
EdTech|Education,1300000.0,IND,1,1,0,15996,15996,0
Services|Software|Technology|Web Development,1900000.0,USA,1,2,0,16720,16720,0
Clean Technology|Lighting|Semiconductors,8500000.0,USA,2,1,285,14153,14438,0
Apps|Data Integration|Enterprise Software|Information Technology|Internet|Real Time,37015021.0,GBR,4,4,1814,13998,15812,0
Games|Networking|Social Games|Social Media|Web Development,244500000.0,USA,6,15,2525,13757,16282,0
E-Commerce|Marketplaces,20000.0,UKR,1,1,0,15803,15803,0
Credit|Finance|FinTech|Technology,600363500.0,USA,11,35,2099,14623,16722,0
Mobile|Price Comparison,9007955.0,GBR,2,6,414,15614,16028,0
Consulting,5000000.0,USA,1,1,0,15848,15848,0
E-Commerce|Shopping,5000000.0,USA,3,11,730,12843,13573,1
3D Printing|Cloud Computing|Consulting|E-Commerce,11400000.0,JPN,3,5,537,16227,16764,0
Software,11000000.0,USA,3,4,920,12989,13909,1
Mobile|Mobile Coupons,2450000.0,USA,2,8,872,15442,16314,0
Mobile Devices,2600000.0,USA,1,2,0,12003,12003,0
Enterprise Software|Information Technology|Services,7500000.0,USA,1,4,0,12016,12016,0
Biotechnology,15600000.0,USA,2,7,1970,12458,14428,0
Audio|Mobile|Music|SMS|Web Tools,9500000.0,USA,2,2,0,13879,13879,0
Beauty|Cosmetics|Social Commerce,40000.0,CHL,1,1,0,16222,16222,0
E-Commerce|Payments|Transaction Processing,500000.0,COL,3,3,242,16010,16252,0
Customer Service|Restaurants|Services,5500000.0,HKG,1,1,0,16722,16722,0
Analytics|Big Data Analytics|Data Mining|News|Predictive Analytics,11000000.0,USA,1,9,0,15280,15280,0
Services|Technology|Telecommunications,7500000.0,USA,1,2,0,12094,12094,1
Biotechnology,4950000.0,ISR,2,1,456,15501,15957,0
Analytics|Internet|Marketing Automation|Mobile,58000000.0,USA,4,33,1169,15497,16666,0
Biotechnology|Medical,52000000.0,USA,2,11,880,12390,13270,1
Software,3200000.0,SGP,1,2,0,16184,16184,0
Semiconductors,72002285.0,USA,5,9,1301,15034,16335,0
Software,4300000.0,FRA,1,6,0,12116,12116,0
Biotechnology,83000000.0,ISR,2,6,882,15069,15951,0
Photography,21647446.0,CHN,2,3,59,16071,16130,0
Web Hosting,4500000.0,ISR,1,5,0,13166,13166,0
Software,300000.0,USA,1,1,0,16755,16755,0
Enterprises|Face Recognition|Mobile|SaaS,3295000.0,USA,6,9,1174,15462,16636,0
Biotechnology|Health Diagnostics,7400000.0,USA,1,1,0,16287,16287,0
Social Media,124000000.0,CHN,3,5,1156,14092,15248,0
Advertising|Analytics|Optimization|Personalization|Sales and Marketing|Startups,9800000.0,USA,3,7,612,15937,16549,0
Education|Internet|Teachers,900000.0,USA,2,8,800,15831,16631,0
Mobile,65931050.0,USA,4,9,1222,13766,14988,0
Software,92136875.0,KOR,3,6,915,15217,16132,0
Consumer Goods|Farmers Market|Social Network Media|Technology,820000.0,USA,2,5,159,16406,16565,0
Software,3493737.0,GBR,1,1,0,11443,11443,0
Biotechnology,53243204.0,USA,6,14,2064,14602,16666,0
Biotechnology,165000000.0,USA,2,1,678,15489,16167,0
Enterprise Software|Technology,8787500.0,USA,3,10,1527,15201,16728,0
Bio-Pharm|Medical|Pharmaceuticals,1500000.0,CAN,1,3,0,16594,16594,0
Employment|Recruiting|Skill Assessment,2770000.0,USA,4,7,808,15704,16512,0
Biotechnology,15000626.0,USA,3,6,417,14923,15340,0
Big Data Analytics|Business Intelligence|Information Services|Mobile Devices|Software,56600000.0,USA,5,13,2125,12247,14372,0
Analytics,1300000.0,FRA,1,1,0,14859,14859,1
Kids|Parenting|Services,175000.0,GBR,1,1,0,16539,16539,0
Biotechnology|Health Care,73000000.0,USA,5,27,3204,12227,15431,1
Semiconductors,10900000.0,USA,1,4,0,13319,13319,0
Analytics|Apps|Big Data|Cloud Computing|Collaboration|Content|Developer Tools|Education|Enterprise Software|Media|Mobile|Music|Open Source|SaaS|Software|Video|Video Editing|Web CMS|Web Tools,116100000.0,USA,6,23,2478,13634,16112,0
Biotechnology,46207305.0,GBR,2,7,1429,15209,16638,0
Jewelry,200000000.0,IND,1,1,0,16308,16308,0
Games|Mobile|Mobile Games,27270000.0,USA,6,48,923,15492,16415,0
Software,40000.0,CHL,1,1,0,16028,16028,0
Software,486133.0,JPN,1,1,0,16132,16132,0
Enterprise Software,108000000.0,USA,4,16,1361,15096,16457,0
Craft Beer,807732.0,GBR,2,2,458,15248,15706,0
Credit Cards|Payments|Rental Housing,14050.0,IND,2,1,42,16664,16706,0
Analytics|Reviews and Recommendations,1000000.0,ISR,1,1,0,14245,14245,0
Collaboration|Health and Wellness|Project Management|SaaS|Software|Startups,339996.0,USA,3,2,365,15857,16222,0
Enterprise Software|Mobile,20000000.0,CHN,1,2,0,15271,15271,1
Entertainment,7734982.0,USA,1,1,0,16260,16260,0
Health Care|Medical,58470000.0,CHN,4,4,1492,13330,14822,0
Apps|Crowdsourcing|Curated Web|Enterprise Software|SaaS,1750000.0,USA,2,2,320,16120,16440,0
Consumers|Mobile|Parenting|Private Social Networking,100000.0,USA,1,2,0,16174,16174,0
Online Travel|Travel & Tourism,79265.0,AUT,1,1,0,16619,16619,0
Reviews and Recommendations|Services|Travel & Tourism,3950000.0,USA,1,1,0,14062,14062,0
Software,10000000.0,CHN,3,3,1492,13330,14822,0
Health Diagnostics|Nanotechnology,456463.0,GBR,1,1,0,15675,15675,0
Information Technology|Services|Software,30000000.0,USA,1,5,0,11562,11562,1
Software|Web Tools,326000000.0,CHN,5,10,3748,12418,16166,1
Consumer Electronics|Electronics|Semiconductors,6400000.0,JPN,1,1,0,16454,16454,0
Finance,440000.0,JPN,1,3,0,15881,15881,0
Biotechnology|Cannabis|Pharmaceuticals,1500000.0,USA,2,2,785,15771,16556,0
Hardware + Software,16500000.0,GBR,2,2,501,16058,16559,0
News,44896100.0,CHN,2,1,761,15218,15979,0
B2B|Enterprise Software|Finance Technology|Financial Services|FinTech|Small and Medium Businesses,21120454.0,GBR,4,17,1426,15156,16582,0
Lifestyle|Mobile|Photography|Photo Sharing|Social Media,3436500.0,USA,5,20,823,15303,16126,1
Internet,4550000.0,MYS,2,6,277,16480,16757,0
Education,634786.0,CHN,1,1,0,13453,13453,0
App Marketing|B2B|Computers|Software,6400000.0,USA,1,2,0,11702,11702,0
Software,199000.0,GBR,1,1,0,13879,13879,0
Finance|FinTech|Investment Management,20300000.0,USA,2,5,1251,14869,16120,0
Content|Software,18950000.0,USA,6,23,1745,14822,16567,0
B2B|Events|Internet|Marketplaces,1600000.0,USA,1,6,0,15678,15678,0
Big Data|Data Integration|Enterprise Software|Software,19743770.0,USA,3,5,1807,12815,14622,1
Mobility|Security,100000.0,USA,1,1,0,15740,15740,0
Software|Technology,675000.0,USA,1,5,0,16294,16294,0
Hardware + Software|Wearables,900000.0,USA,2,2,797,15765,16562,0
Education,2300000.0,IND,1,2,0,16756,16756,0
Software,453390.0,USA,1,1,0,15603,15603,0
Music,145740.0,PER,4,4,617,15574,16191,0
Health Care|Information Technology|SaaS|Software,18916000.0,USA,3,2,962,13514,14476,0
Cloud Computing|Health Care Information Technology|Medical|Software|Startups,151299999.0,USA,10,26,3746,12898,16644,0
E-Commerce,27500000.0,CHN,4,8,1525,14992,16517,0
E-Commerce,115030.0,TUR,1,1,0,16084,16084,0
Solar,17000.0,TAN,1,1,0,16191,16191,0
Educational Games|Entertainment|Kids,355727.0,USA,3,2,225,15949,16174,0
E-Commerce|Enterprise Software|Point of Sale|Web CMS|Web Development,409475.0,BGD,3,1,294,15146,15440,0
Mobile,2304999.0,USA,3,7,1052,14975,16027,1
Internet Service Providers|Mobile|Telecommunications,7662250.0,USA,6,17,1308,15413,16721,0
Games,4835597.0,GBR,2,5,99,15860,15959,0
Collaborative Consumption|Reputation,800000.0,USA,1,13,0,16283,16283,0
Apps|Internet|Software,1600000.0,GBR,1,1,0,16315,16315,0
Advertising|Collaboration|Crowdfunding|Crowdsourcing|Humanitarian|Mobile|Non Profit|Nonprofits|Project Management,30000.0,ARE,1,2,0,16084,16084,0
Curated Web,150040.0,CAN,3,3,283,15482,15765,0
Fashion,32000000.0,USA,2,2,685,15588,16273,0
Diagnostics|Medical|Services,5300000.0,USA,1,1,0,16442,16442,0
Analytics|Big Data|Software,15999999.0,USA,4,13,1268,14692,15960,1
Payments,7700000.0,USA,2,5,918,15706,16624,0
Online Gaming|Social Media|Social Network Media,1204795.0,DEU,3,9,386,13643,14029,0
Education|High School Students|Internet,1514912.0,FRA,1,2,0,16374,16374,0
Digital Media|Graphics|Photography,70000.0,UKR,1,1,0,15845,15845,0
E-Commerce|SaaS,2000000.0,IND,2,4,455,15909,16364,0
Biotechnology,7600000.0,GBR,1,4,0,15589,15589,0
Biotechnology|Health Care,248700000.0,USA,7,4,1335,14916,16251,1
Software,26000000.0,USA,2,8,579,12607,13186,1
Mobile Payments|Payments,2000000.0,USA,1,5,0,16378,16378,0
E-Commerce|Finance|Personal Finance|Recycling,9000000.0,USA,2,1,828,14181,15009,0
Mobile Payments,557933.641588839,SGP,3,2,334,16314,16648,0
3D|Printing,25000.0,USA,1,1,0,16202,16202,0
Entertainment|Games|Television,10000000.0,USA,1,1,0,13906,13906,0
Networking|Social Media|Social Search,5000000.0,USA,1,2,0,14903,14903,1
3D Printing|Digital Signage|Printing,38000000.0,USA,1,7,0,16328,16328,0
Consumer Electronics|Hardware|Robotics,120000.0,USA,2,3,326,16265,16591,0
Business Information Systems|Chat|Knowledge Management|Messaging,1878000.0,USA,2,5,80,15838,15918,0
Distributors|Manufacturing,24000000.0,USA,1,1,0,16538,16538,0
E-Commerce|Lifestyle|Online Shopping|Retail,3200000.0,USA,2,4,323,16071,16394,0
Advertising|Internet|Real Time,6740930.0,JPN,2,4,391,14987,15378,0
Real Time|Security|Technology,16800000.0,USA,2,6,568,11666,12234,1
Search|Travel,235024070.0,USA,6,15,3151,12418,15569,1
High Tech|Knowledge Management|Professional Services|Sales and Marketing|Software,8850000.0,USA,2,1,401,15675,16076,0
Software,8580000.0,FRA,2,4,618,13139,13757,0
Mobile|Networking|Social Media|Web Development,7575000.0,USA,3,4,762,15034,15796,0
Software,48000000.0,USA,3,10,1498,12857,14355,1
Banking|E-Commerce|Payments,200000.0,UKR,1,1,0,16185,16185,0
Financial Services|Investment Management|Technology|Venture Capital,1000000.0,USA,1,1,0,14716,14716,0
Ediscovery|Legal|Software,125000000.0,USA,1,1,0,16469,16469,0
Software,13000000.0,FRA,1,2,0,13067,13067,0
Business Services|Consulting|Finance,6800000.0,USA,3,2,1950,12326,14276,0
Clean Technology,38000000.0,USA,3,4,843,13879,14722,0
Enterprise Software|Health and Wellness|Human Resources,32900000.0,USA,4,9,1928,14396,16324,0
Fashion,18853099.0,USA,5,12,897,15706,16603,0
Advertising,13200000.0,CHN,2,3,1333,14610,15943,0
Android|Apps|Corporate Training|EdTech|Education|Enterprises|iOS|iPad|iPod Touch|Mobile,175000.0,USA,3,4,790,15281,16071,0
Software,2520000.0,ITA,1,1,0,13913,13913,0
Android|Hardware|Hardware + Software|Robotics,1150000.0,FRA,3,4,864,15836,16700,0
Android|iPhone|Networking|Social Media,35500000.0,CAN,4,9,1128,15252,16380,0
Messaging|Networking|Social Media|Video on Demand,135905.0,SWE,1,2,0,16040,16040,0
Artificial Intelligence|E-Commerce|Optimization|Software,922350.0,GBR,1,3,0,15553,15553,0
Android|Consumer Goods|Games|iPad|iPhone|Product Development Services|Sports,1940850.0,BEL,1,2,0,15340,15340,0
Analytics|Automotive|Big Data|Cloud Computing|Databases|Data Visualization|Developer APIs|Infrastructure|Plumbers|Software,14518000.0,USA,5,40,912,15340,16252,0
Embedded Hardware and Software|Energy Efficiency|Hardware|Hardware + Software|Home Automation|Internet of Things|Smart Building|Wireless,1640000.0,USA,2,10,329,16043,16372,0
Cloud Infrastructure|CRM|E-Commerce|Enterprise Software|Printing|SaaS,3350000.0,USA,5,6,2204,13879,16083,0
Art|Consumer Goods|Consumers|Content Discovery|EdTech|Education|Entertainment|Information Technology|Media|Technology,87000.0,USA,1,3,0,16104,16104,0
Curated Web|Social Media,31389.0,BGR,1,1,0,15584,15584,0
Advertising|Coupons|Curated Web|E-Commerce|Email|Fashion|Internet|Internet Marketing|Shopping|Social Commerce,47150000.0,USA,3,19,1657,14853,16510,0
Mobile,1300000.0,USA,2,3,234,15883,16117,0
Accounting|Cloud Data Services,528189.9371013821,SVK,1,1,0,15706,15706,0
Curated Web,185000.0,USA,2,1,555,14641,15196,0
Curated Web|E-Commerce|Facebook Applications|Peer-to-Peer|Social Commerce|Twitter Applications,255000.0,USA,1,3,0,15187,15187,0
Security,4100000.0,USA,2,6,505,15397,15902,0
Curated Web|Real Time|Social Media,20000.0,USA,1,1,0,14730,14730,1
Big Data Analytics|CRM|Mobile|Quantified Self,1000000.0,USA,1,1,0,16525,16525,0
Public Transportation,10300000.0,USA,2,6,850,15887,16737,0
Big Data Analytics|Developer APIs|Health Care Information Technology|Health Diagnostics|Kids|mHealth,30000.0,ARE,1,1,0,16467,16467,0
Curated Web|FinTech|Kids|Lifestyle Businesses|Messaging|Mobile|Parenting|Photography|Photo Sharing|Social Media,1100000.0,USA,1,8,0,15993,15993,0
Application Platforms|Social Media,30000.0,ARE,1,1,0,16467,16467,0
Content|Software,5000000.0,USA,1,2,0,13634,13634,1
Hardware + Software,500000.0,GBR,1,1,0,13865,13865,0
Content|Direct Marketing|Location Based Services|Reviews and Recommendations|Social Media|Social Search,5560000.0,BRA,4,8,1029,14683,15712,0
Automotive|Cars|Manufacturing,2873563.0,BRA,1,1,0,13826,13826,0
E-Commerce,10000000.0,CHN,1,1,0,15126,15126,0
Ticketing|Training|Travel,246560.0,FRA,1,2,0,14791,14791,0
E-Commerce,1956300.0,FRA,1,1,0,14319,14319,0
Health and Wellness,2314005.0,FRA,2,2,427,15824,16251,0
E-Commerce|Search,3000000.0,GBR,1,2,0,10592,10592,1
Enterprise Software,9690000.0,GBR,1,1,0,13479,13479,0
Pharmaceuticals,35500000.0,USA,2,1,290,11992,12282,0
Data Center Infrastructure|Networking|Network Security|Software,21999992.0,USA,3,3,730,15349,16079,0
Biotechnology,75103391.0,USA,5,1,2015,14483,16498,1
Enterprise Software,43500000.0,USA,2,7,651,15215,15866,0
Startups,4500000.0,USA,2,3,1981,14095,16076,0
Photography|Software,4392386.0,CHN,1,1,0,14488,14488,0
Software,58295000.0,USA,3,9,286,16112,16398,0
Advertising|Mobile Advertising|Search Marketing|Social Media Advertising,49660149.0,ISR,7,12,2320,13848,16168,0
Health Care,2525000.0,USA,1,1,0,16160,16160,0
Enterprises|Gamification|SaaS|Software|Tutoring,50000.0,CAN,1,1,0,15553,15553,0
Biotechnology,3169200.0,USA,3,2,1382,14626,16008,0
Biotechnology,2988252.0,USA,1,2,0,15441,15441,0
Theatre,245000000.0,USA,2,2,273,11961,12234,0
Medical Devices,4000000.0,ISL,4,2,1508,14614,16122,0
Mobile,1010000.0,FRA,1,3,0,13986,13986,0
Healthcare Services|Medical|Therapeutics,31569703.9060323,GBR,2,1,420,16351,16771,0
Consumer Electronics|Design|Software,10000000.0,USA,1,1,0,16365,16365,0
Events|Mobile Advertising|News,40000.0,USA,1,1,0,16440,16440,0
Software,11051348.966548199,GBR,3,2,2289,14456,16745,0
Analytics|Enterprises|Enterprise Software|Services,24000000.0,USA,2,10,1291,12230,13521,1
Education,40000.0,FRA,1,1,0,15475,15475,0
Curated Web,850000.0,IND,2,8,604,16027,16631,0
Software,973622.0,KOR,4,3,549,15932,16481,0
Food Processing|Retail,6000000.0,USA,1,2,0,16260,16260,0
Biotechnology,32868505.0,USA,2,4,313,16107,16420,0
Games,19400000.0,FRA,3,5,1024,13239,14263,1
Social Media|Social Network Media,40000.0,CHL,1,1,0,15940,15940,0
Health and Wellness,640000.0,USA,2,1,500,14844,15344,0
Enterprises|Industrial|Knowledge Management|Mobility|Software|Speech Recognition,830000.0,USA,4,1,1305,14761,16066,0
Law Enforcement,1569095.0,GBR,1,1,0,16603,16603,0
Architecture|Market Research|Services,12500000.0,USA,1,6,0,12090,12090,0
Mobile|Mobile Coupons,1750000.0,USA,2,2,397,14610,15007,1
Travel,13637262.0,GBR,1,1,0,15922,15922,0
Advertising|Event Management|Marketing Automation|Media,30000000.0,USA,1,1,0,12090,12090,0
Web Tools,10800000.0,USA,1,2,0,16631,16631,0
Advertising,4760000.0,SWE,1,1,0,15117,15117,0
Fleet Management|Marketplaces|Software|Supply Chain Management|Technology|Tracking|Transportation,2520000.0,USA,1,11,0,15706,15706,0
Games,40000.0,CHL,1,1,0,15301,15301,0
Semiconductors,15000000.0,USA,1,3,0,12564,12564,0
Social Media,500000.0,CAN,1,1,0,14820,14820,0
Innovation Management|Robotics|Technology,25000.0,CHN,1,2,0,16384,16384,0
E-Commerce|Hardware + Software,15775000.0,USA,4,9,1227,15445,16672,0
Biotechnology,10869100.0,DEU,1,3,0,14341,14341,0
E-Commerce|Hotels|Internet|Privacy|Restaurants|Spas,1740000.0,GBR,1,2,0,14698,14698,1
Digital Media|iOS|iPhone|Software,12000000.0,USA,2,2,1526,13488,15014,0
Cloud Data Services|Cloud Management,1300000.0,USA,2,1,96,16239,16335,0
Technology,47000000.0,USA,4,11,1614,14730,16344,0
Health and Wellness,20000000.0,USA,1,1,0,15203,15203,0
Health and Wellness|Health Care|Medical|Medical Devices,14000000.0,ISR,1,2,0,16205,16205,0
Education,1097400.0,USA,4,1,948,15792,16740,0
Content,9100000.0,USA,1,5,0,16518,16518,0
Development Platforms|Life Sciences|Pharmaceuticals,23000000.0,USA,1,6,0,16602,16602,0
Consumer Goods|Fitness,3250000.0,MYS,2,7,75,16561,16636,0
Finance|FinTech|Hedge Funds,2000000.0,GBR,1,2,0,14610,14610,0
Health Care,23035500.0,USA,6,9,2082,13021,15103,0
Curated Web,44000000.0,USA,1,1,0,12585,12585,0
Software,786000.0,NZL,1,1,0,14018,14018,0
Product Design|SaaS|Services,4000000.0,USA,1,2,0,16538,16538,0
Music,120000.0,USA,2,3,376,14568,14944,1
Biotechnology,32999146.3112603,NLD,2,9,1974,13690,15664,0
Shipping|Shopping,59926327.286157705,BEL,3,2,2215,11603,13818,1
Software,2500000.0,CAN,1,1,0,13739,13739,0
E-Commerce|Finance|Social Media,1000000.0,USA,1,1,0,13879,13879,0
Entertainment|Services|Sports,840000.0,SGP,1,1,0,16540,16540,0
Marketplaces|Restaurants,8100000.0,USA,2,24,1165,15248,16413,0
Android|App Marketing|iPhone|Mobile|Mobile Advertising|Monetization,1600000.0,USA,3,2,214,15068,15282,0
Content|Media|Social Media|Social Network Media|Software|Video|Web Tools,39007789.0,USA,3,9,908,13300,14208,1
Game,120000.0,USA,1,5,0,16405,16405,0
Art|Content|Curated Web|Social Media,2200000.0,USA,2,3,365,13939,14304,0
Education,2100000.0,USA,2,3,972,14791,15763,0
Classifieds|Coupons|Marketplaces|Private Social Networking|Social Media|Social Network Media,150000.0,LTU,1,1,0,15704,15704,0
Analytics,20000000.0,USA,2,5,2718,11373,14091,0
Apps|Mobile|Online Dating,1600000.0,USA,1,1,0,16735,16735,0
Internet|Software,120000.0,USA,2,3,275,16130,16405,0
File Sharing|Photography|Real Time,2800000.0,USA,2,15,527,15281,15808,0
E-Commerce,1375748.0,GBR,1,1,0,15176,15176,0
Crowdfunding|Crowdsourcing|Design|Entrepreneur|Finance,10000000.0,USA,1,19,0,15051,15051,0
Games|Toys,40000.0,CHL,2,2,458,15672,16130,0
Education|Families|Marketplaces|Services,500000.0,USA,3,5,243,15949,16192,0
Games,297728.0,BGR,3,3,396,15826,16222,0
EdTech|Education,10100000.0,USA,2,19,592,15431,16023,0
Enterprise Software,14020000.0,USA,2,5,456,13038,13494,1
Education,170000.0,USA,1,1,0,15470,15470,0
Education|Private School|Publishing,300000.0,RUS,1,1,0,16225,16225,0
E-Commerce,665000.0,URY,3,2,414,15351,15765,0
Curated Web,40000.0,SGP,1,1,0,15940,15940,0
Photography,500000.0,JPN,1,1,0,16219,16219,0
Collaborative Consumption|Curated Web|Marketplaces|Mobile|Parenting|Peer-to-Peer,1550000.0,USA,6,6,1752,14926,16678,0
Curated Web,3225000.0,USA,3,2,846,14184,15030,0
Kids|Mobile|Software,4700000.0,ISR,2,5,786,15986,16772,0
Cloud Computing|Enterprise Software|PaaS|SaaS|Security|Software,5550000.0,USA,2,1,501,16044,16545,1
Publishing,20000.0,USA,1,1,0,16287,16287,0
Software,262729.0,KOR,1,1,0,15531,15531,0
Kids|Security,15000.0,USA,1,1,0,15901,15901,0
Apps|Cloud Data Services|Health Care|Parenting|Sales and Marketing|Social Media,1200000.0,USA,2,4,0,15706,15706,0
Apps,211612.0,GBR,1,1,0,16405,16405,0
Curated Web|Kids|Loyalty Programs|Parenting,4209381.0,GBR,1,1,0,13800,13800,0
Curated Web|Web Browsers,18400000.0,USA,6,14,1930,13392,15322,1
Consumer Electronics|Mobile|Social Network Media|Television,40000.0,USA,1,1,0,15518,15518,0
Artificial Intelligence|Big Data Analytics|Content Discovery|Knowledge Management|Technology,11200000.0,USA,2,4,504,15706,16210,0
Mobile|Soccer|Social Games|Sports,135905.0,DNK,1,1,0,16040,16040,0
SaaS|Software|Travel,1800000.0,USA,1,1,0,15796,15796,1
Android|Cloud Data Services|iPhone|Mobile|Natural Language Processing|Neuroscience|Software,20000000.0,USA,1,1,0,14910,14910,0
Messaging,200000.0,JPN,1,1,0,14822,14822,0
Android|Design|Games|iOS|iPad|iPhone|Mobile|Software,1500000.0,USA,1,2,0,15400,15400,0
Apps|Payments|Services,640113.0,BRA,1,1,0,16139,16139,0
E-Commerce|Gift Card,745000.0,CAN,4,5,568,15470,16038,0
Advertising|Games|Mobile,19009963.0,USA,7,26,1483,14910,16393,0
Adventure Travel|Entertainment|Local|Software|Travel,265000.0,USA,1,5,0,14610,14610,0
Messaging|Mobile|Social Media,120500000.0,CAN,5,17,2055,14610,16665,0
Clean Technology,3150000.0,USA,2,1,2,14827,14829,0
Semiconductors,42450000.0,USA,5,13,3334,12435,15769,0
Mobile,770000.0,USA,1,6,0,14822,14822,1
Nonprofits,4914999.0,USA,4,4,2303,13879,16182,0
Software,1800000.0,USA,1,1,0,16464,16464,0
Education,40000.0,CHL,1,1,0,15561,15561,0
Algorithms|Analytics|Big Data|Finance|Financial Exchanges|FinTech|Machine Learning|Trading,130420.0,USA,2,17,25,15918,15943,0
Chat|Enterprise Software|Messaging|Mobile Enterprise,630000.0,GBR,1,1,0,16344,16344,0
Information Services|Information Technology,3834862.0,CHE,1,2,0,12466,12466,0
